Date,Open,High,Low,Close,Adj Close,Volume
2022-09-30,-16.61001600000003,-8.079987000000017,-3.3099979999999505,-2.9599910000000023,-2.9599910000000023,-9894000.0
2022-10-03,-11.649993999999992,-20.41000299999999,-21.46000600000002,-22.850006000000008,-22.850006000000008,30636900.0
2022-10-04,-3.979996,2.3399960000000135,1.0,7.040008,7.040008,11215000.0
2022-10-05,-5.510008999999997,-10.830002000000007,-8.739991000000003,-8.630003999999985,-8.630003999999985,-22595800.0
2022-10-06,-5.569993000000011,-2.089995999999985,2.0800020000000075,-2.679992999999996,-2.679992999999996,-17684300.0
2022-10-07,-5.5,-10.009995000000004,-13.330002000000007,-15.059998000000007,-15.059998000000007,14618400.0
2022-10-10,-10.010008999999997,-7.5800020000000075,-3.660002999999989,-0.11000000000001364,-0.11000000000001364,-15991800.0
2022-10-11,-2.979996,-1.2400049999999965,-3.360001000000011,-6.46000699999999,-6.46000699999999,9088200.0
2022-10-12,-5.619994999999989,-6.449996999999996,-3.4900049999999965,0.7400049999999965,0.7400049999999965,-10152500.0
2022-10-13,-7.029999000000004,3.6900019999999927,-5.289994000000007,4.479996,4.479996,24622300.0
2022-10-14,15.709992,3.269990000000007,-2.05999700000001,-16.729996,-16.729996,2641500.0
2022-10-17,-13.970001999999994,-4.399993999999992,5.28999300000001,14.360001000000011,14.360001000000011,-14695700.0
2022-10-18,19.46000699999999,7.960005999999993,7.800003000000004,0.8399959999999851,0.8399959999999851,-3536900.0
2022-10-19,-9.699996999999996,-6.890014000000008,0.5299990000000037,1.849991000000017,1.849991000000017,-9320400.0
2022-10-20,-11.520004,-7.379989999999992,-15.779999000000004,-14.759994000000006,-14.759994000000006,51226600.0
2022-10-21,-1.8600010000000111,-0.8899990000000173,1.8000030000000038,7.160002999999989,7.160002999999989,-42084300.0
2022-10-24,-0.5999909999999886,-1.1600039999999865,-5.21000699999999,-3.1900019999999927,-3.1900019999999927,24733000.0
2022-10-25,4.279999000000004,10.850006000000008,11.410003999999986,11.169997999999993,11.169997999999993,-3938900.0
2022-10-26,9.299987999999985,6.25,8.199996999999996,2.2200009999999963,2.2200009999999963,-11495400.0
2022-10-27,10.370010000000008,3.2099919999999997,4.650009000000011,0.4499970000000246,0.4499970000000246,-23373700.0
2022-10-28,-4.370010000000008,-4.949996999999996,-6.5,3.4300079999999866,3.4300079999999866,7513600.0
2022-10-31,0.7900080000000003,0.9900049999999965,5.589995999999985,-0.9800109999999904,-0.9800109999999904,-7598100.0
2022-11-01,7.860001000000011,7.549987999999985,5.339997000000011,0.2800139999999942,0.2800139999999942,1134500.0
2022-11-02,-8.010009999999994,-9.529999000000004,-12.459992,-12.840011000000004,-12.840011000000004,381500.0
2022-11-03,-14.679991999999999,-6.6699979999999925,-4.680008000000015,0.33000200000000746,0.33000200000000746,-6531500.0
2022-11-04,11.240004999999996,2.6000060000000076,-7.059996999999981,-7.839997000000011,-7.839997000000011,42083400.0
2022-11-07,-13.950012000000015,-14.900009000000011,-6.419998000000021,-10.389998999999989,-10.389998999999989,-4705700.0
2022-11-08,-14.629989999999992,-13.699996999999996,-9.910003999999986,-5.779999000000004,-5.779999000000004,34886900.0
2022-11-09,-3.2400049999999965,0.6900019999999927,-9.630005000000011,-13.71000699999999,-13.71000699999999,-1740700.0
2022-11-10,-0.8800050000000113,-4.889998999999989,2.910004000000015,13.130004999999983,13.130004999999983,5640300.0
2022-11-11,-3.8999939999999924,5.520004,2.55999700000001,5.25,5.25,-18299400.0
2022-11-14,6.770004,-0.7900080000000003,3.75,-5.020004,-5.020004,-22177000.0
2022-11-15,3.110001000000011,5.090011000000004,5.720001999999994,3.4700009999999963,3.4700009999999963,-932800.0
2022-11-16,-4.370010000000008,-8.25,-6.399994000000021,-7.5,-7.5,-24726200.0
2022-11-17,-7.549988000000013,-6.410003000000017,-4.760009999999994,-3.75,-3.75,-2231600.0
2022-11-18,1.0899960000000135,-0.9700019999999938,-4.349990999999989,-2.979996,-2.979996,11712900.0
2022-11-21,-9.199996999999996,-8.419997999999993,-9.010009999999994,-12.320007000000004,-12.320007000000004,16833800.0
2022-11-22,-7.220000999999996,-5.850006000000008,-1.349991000000017,2.0400089999999977,2.0400089999999977,-14430400.0
2022-11-23,4.940001999999993,12.699996999999996,6.309998000000007,13.28999300000001,13.28999300000001,31084400.0
